Benbow_id	GI	NR_of_Genes	ATB_id	contig	containing_Genes	start	end	Strain	species_sylph	path
NC_009512.1	GI_18	5	SAMN19855209	SAMN19855209.contig00011	5	141323	146667	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN19855209.fa.gz
NC_009512.1	GI_19	9	SAMN34441254	SAMN34441254.contig00008	9	69849	79043	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441254.fa.gz
NC_009512.1	GI_19	9	SAMN19855341	SAMN19855341.contig00026	8	77465	87925	Pseudomonas putida F1	Pseudomonas_E asiatica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.131/SAMN19855341.fa.gz
NC_009512.1	GI_2	9	SAMN34441295	SAMN34441295.contig00008	9	82062	89330	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441295.fa.gz
NC_009512.1	GI_2	9	SAMN34441296	SAMN34441296.contig00011	9	58278	65546	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441296.fa.gz
NC_009512.1	GI_2	9	SAMN34441265	SAMN34441265.contig00003	9	120788	128056	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441265.fa.gz
NC_009512.1	GI_2	9	SAMN34441260	SAMN34441260.contig00004	9	132429	139697	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441260.fa.gz
NC_009512.1	GI_20	11	SAMN34441214	SAMN34441214.contig00013	11	29479	40042	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441214.fa.gz
NC_009512.1	GI_20	11	SAMN34441273	SAMN34441273.contig00013	11	104156	114719	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441273.fa.gz
NC_009512.1	GI_20	11	SAMN29332674	SAMN29332674.contig00010	10	85148	119913	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN29332674.fa.gz
NC_009512.1	GI_20	11	SAMN32209612	SAMN32209612.contig00001	10	85261	129519	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN32209612.fa.gz
NC_009512.1	GI_20	11	SAMN34441272	SAMN34441272.contig00001	11	105996	116559	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441272.fa.gz
NC_009512.1	GI_21	5	SAMN29332674	SAMN29332674.contig00010	5	132073	136011	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN29332674.fa.gz
NC_009512.1	GI_21	5	SAMN34441269	SAMN34441269.contig00016	5	12883	16789	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441269.fa.gz
NC_009512.1	GI_21	5	SAMN39623851	SAMN39623851.contig00006	5	79995	83836	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN39623851.fa.gz
NC_009512.1	GI_22	8	SAMEA104168396	SAMEA104168396.contig00001	8	276390	284018	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMEA104168396.fa.gz
NC_009512.1	GI_22	8	SAMN29332653	SAMN29332653.contig00004	8	188647	196160	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN29332653.fa.gz
NC_009512.1	GI_23	8	SAMN34441254	SAMN34441254.contig00008	8	143466	150176	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441254.fa.gz
NC_009512.1	GI_23	8	SAMN34441243	SAMN34441243.contig00018	8	56389	63099	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441243.fa.gz
NC_009512.1	GI_23	8	SAMN34441278	SAMN34441278.contig00016	8	56326	63036	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441278.fa.gz
NC_009512.1	GI_24	3	SAMN14582071	SAMN14582071.contig00001	3	239231	242592	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14582071.fa.gz
NC_009512.1	GI_24	3	SAMN14582098	SAMN14582098.contig00001	3	239231	242592	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14582098.fa.gz
NC_009512.1	GI_24	3	SAMN34441276	SAMN34441276.contig00103	3	6547	9908	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441276.fa.gz
NC_009512.1	GI_25	2	SAMN11513130	SAMN11513130.contig00001	2	207090	210251	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN11513130.fa.gz
NC_009512.1	GI_25	2	SAMN34441208	SAMN34441208.contig00025	2	17003	20164	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441208.fa.gz
NC_009512.1	GI_25	2	SAMN34441252	SAMN34441252.contig00013	2	122688	125849	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441252.fa.gz
NC_009512.1	GI_26	3	SAMN34441207	SAMN34441207.contig00019	3	50324	54173	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441207.fa.gz
NC_009512.1	GI_26	3	SAMN34441266	SAMN34441266.contig00002	3	275985	279834	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441266.fa.gz
NC_009512.1	GI_27	11	SAMN34441223	SAMN34441223.contig00025	11	22786	32798	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441223.fa.gz
NC_009512.1	GI_27	11	SAMN34441251	SAMN34441251.contig00013	11	99965	109977	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441251.fa.gz
NC_009512.1	GI_27	11	SAMN15599351	SAMN15599351.contig00001	11	503309	513321	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN15599351.fa.gz
NC_009512.1	GI_27	11	SAMN34441292	SAMN34441292.contig00009	11	100489	110501	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441292.fa.gz
NC_009512.1	GI_28	26	SAMN34441235	SAMN34441235.contig00015	26	77318	104482	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441235.fa.gz
NC_009512.1	GI_28	26	SAMN34441296	SAMN34441296.contig00007	26	70458	97622	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441296.fa.gz
NC_009512.1	GI_29	3	SAMN34441297	SAMN34441297.contig00008	3	26420	32145	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441297.fa.gz
NC_009512.1	GI_29	3	SAMN34441231	SAMN34441231.contig00030	3	27280	33005	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441231.fa.gz
NC_009512.1	GI_29	3	SAMN34441250	SAMN34441250.contig00011	3	27216	32941	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441250.fa.gz
NC_009512.1	GI_29	3	SAMN29332653	SAMN29332653.contig00051	3	21208	26933	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN29332653.fa.gz
NC_009512.1	GI_3	13	SAMN34441216	SAMN34441216.contig00001	13	282848	297975	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441216.fa.gz
NC_009512.1	GI_3	13	SAMN34441276	SAMN34441276.contig00035	13	33849	48976	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441276.fa.gz
NC_009512.1	GI_3	13	SAMN34441297	SAMN34441297.contig00005	13	91132	106259	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441297.fa.gz
NC_009512.1	GI_3	13	SAMN16992191	SAMN16992191.contig00001	13	281117	296243	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN16992191.fa.gz
NC_009512.1	GI_30	15	SAMN14582037	SAMN14582037.contig00001	15	165322	186325	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14582037.fa.gz
NC_009512.1	GI_30	15	SAMN34441302	SAMN34441302.contig00014	15	5251	22655	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441302.fa.gz
NC_009512.1	GI_30	15	SAMEA4361486	SAMEA4361486.contig00001	15	165310	186313	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMEA4361486.fa.gz
NC_009512.1	GI_30	15	SAMN14543986	SAMN14543986.contig00002	15	169445	190448	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14543986.fa.gz
NC_009512.1	GI_31	5	SAMN23773712	SAMN23773712.contig00001	5	131461	136355	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN23773712.fa.gz
NC_009512.1	GI_31	5	SAMN14832343	SAMN14832343.contig00002	5	394426	399320	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14832343.fa.gz
NC_009512.1	GI_32	4	SAMN38052162	SAMN38052162.contig00002	4	96484	99794	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN38052162.fa.gz
NC_009512.1	GI_32	4	SAMN14832366	SAMN14832366.contig00001	4	430982	434292	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14832366.fa.gz
NC_009512.1	GI_32	4	SAMN17013479	SAMN17013479.contig00001	4	430982	434292	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN17013479.fa.gz
NC_009512.1	GI_32	4	SAMEA104168427	SAMEA104168427.contig00004	4	94139	97450	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMEA104168427.fa.gz
NC_009512.1	GI_33	7	SAMN14582069	SAMN14582069.contig00001	7	435367	443216	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14582069.fa.gz
NC_009512.1	GI_33	7	SAMN39712906	SAMN39712906.contig00016	7	78317	86166	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN39712906.fa.gz
NC_009512.1	GI_33	7	SAMN34441273	SAMN34441273.contig00006	7	125911	133760	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441273.fa.gz
NC_009512.1	GI_34	6	SAMD00492931	SAMD00492931.contig00008	6	28922	35531	Pseudomonas putida F1	Pseudomonas_E monteilii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.132/SAMD00492931.fa.gz
NC_009512.1	GI_34	6	SAMN34441224	SAMN34441224.contig00013	6	91976	98602	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441224.fa.gz
NC_009512.1	GI_34	6	SAMN34441304	SAMN34441304.contig00005	6	121214	127840	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441304.fa.gz
NC_009512.1	GI_34	6	SAMD00492938	SAMD00492938.contig00004	6	87727	94336	Pseudomonas putida F1	Pseudomonas_E monteilii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.132/SAMD00492938.fa.gz
NC_009512.1	GI_34	6	SAMN34441231	SAMN34441231.contig00022	6	68596	75222	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441231.fa.gz
NC_009512.1	GI_35	4	SAMD00148926	SAMD00148926.contig00005	4	287850	291570	Pseudomonas putida F1	Pseudomonas_E monteilii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.132/SAMD00148926.fa.gz
NC_009512.1	GI_35	4	SAMN23493075	SAMN23493075.contig00004	4	280591	284321	Pseudomonas putida F1	Pseudomonas_E sp001642705	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.133/SAMN23493075.fa.gz
NC_009512.1	GI_35	4	SAMN11285233	SAMN11285233.contig00071	4	6217	9954	Pseudomonas putida F1	Pseudomonas_E juntendi	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.132/SAMN11285233.fa.gz
NC_009512.1	GI_35	4	SAMN14582056	SAMN14582056.contig00001	4	62654	66392	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14582056.fa.gz
NC_009512.1	GI_36	3	SAMN19855136	SAMN19855136.contig00002	4	281577	286559	Pseudomonas putida F1	Pseudomonas_E putida_H	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.133/SAMN19855136.fa.gz
NC_009512.1	GI_36	3	SAMN39192865	SAMN39192865.contig00069	3	25889	29150	Pseudomonas putida F1	Pseudomonas_E monteilii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN39192865.fa.gz
NC_009512.1	GI_37	1	SAMN34441231	SAMN34441231.contig00026	1	52650	63476	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441231.fa.gz
NC_009512.1	GI_37	1	SAMN30525318	SAMN30525318.contig00002	1	296057	306883	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN30525318.fa.gz
NC_009512.1	GI_37	1	SAMN19855589	SAMN19855589.contig00005	1	138308	149134	Pseudomonas putida F1	Pseudomonas_E putida_P	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.133/SAMN19855589.fa.gz
NC_009512.1	GI_38	3	SAMN34441206	SAMN34441206.contig00014	3	10099	13848	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441206.fa.gz
NC_009512.1	GI_38	3	SAMN16278159	SAMN16278159.contig00025	3	13317	17066	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN16278159.fa.gz
NC_009512.1	GI_4	3	SAMN07336262	SAMN07336262.contig00024	3	4759	8102	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN07336262.fa.gz
NC_009512.1	GI_4	3	SAMN35147688	SAMN35147688.contig00004	3	172522	175865	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35147688.fa.gz
NC_009512.1	GI_4	3	SAMN07336260	SAMN07336260.contig00023	3	74502	77845	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN07336260.fa.gz
NC_009512.1	GI_4	3	SAMN34441207	SAMN34441207.contig00039	3	29128	32471	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441207.fa.gz
NC_009512.1	GI_4	3	SAMN14582040	SAMN14582040.contig00026	3	74490	77833	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN14582040.fa.gz
NC_009512.1	GI_40	24	SAMN34441230	SAMN34441230.contig00033	21	28223	47771	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441230.fa.gz
NC_009512.1	GI_40	24	SAMN34441211	SAMN34441211.contig00001	24	112847	134219	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441211.fa.gz
NC_009512.1	GI_40	24	SAMN34441285	SAMN34441285.contig00023	24	182	21554	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441285.fa.gz
NC_009512.1	GI_40	24	SAMN34441249	SAMN34441249.contig00015	21	112847	132395	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441249.fa.gz
NC_009512.1	GI_40	24	SAMN34441292	SAMN34441292.contig00045	21	27990	47538	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441292.fa.gz
NC_009512.1	GI_41	21	SAMN34441257	SAMN34441257.contig00006	21	84577	95071	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441257.fa.gz
NC_009512.1	GI_41	21	SAMN34441292	SAMN34441292.contig00045	21	2532	13026	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441292.fa.gz
NC_009512.1	GI_41	21	SAMN34441290	SAMN34441290.contig00016	21	29063	39557	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441290.fa.gz
NC_009512.1	GI_41	21	SAMN34441278	SAMN34441278.contig00012	21	84614	95108	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441278.fa.gz
NC_009512.1	GI_41	21	SAMN34441222	SAMN34441222.contig00018	21	84614	95108	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441222.fa.gz
NC_009512.1	GI_42	8	SAMN34441270	SAMN34441270.contig00009	8	115744	122154	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441270.fa.gz
NC_009512.1	GI_42	8	SAMN34441234	SAMN34441234.contig00011	8	66295	72705	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441234.fa.gz
NC_009512.1	GI_42	8	SAMN13195735	SAMN13195735.contig00012	8	47024	53454	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.402/SAMN13195735.fa.gz
NC_009512.1	GI_42	8	SAMN34441261	SAMN34441261.contig00005	8	112081	118491	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN34441261.fa.gz
NC_009512.1	GI_43	2	SAMD00492921	SAMD00492921.contig00024	2	1579	5357	Pseudomonas putida F1	Pseudomonas_E monteilii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.132/SAMD00492921.fa.gz
NC_009512.1	GI_43	2	SAMN38052154	SAMN38052154.contig00014	2	49276	53078	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN38052154.fa.gz
NC_009512.1	GI_43	2	SAMN37673990	SAMN37673990.contig00015	2	49276	53078	Pseudomonas putida F1	Pseudomonas_E alloputida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN37673990.fa.gz
NC_009512.1	GI_43	2	SAMN31605106	SAMN31605106.contig00045	2	1632	7356	Pseudomonas putida F1	Pseudomonas_E putida	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.133/SAMN31605106.fa.gz
